title,label
how to lower blood pressure naturally,FAKE
hillary clinton attempted to hack wikileaks and delete everything assange,FAKE
bombs ready the american blob is already oozing into syria   ryan cooper,FAKE
september new homes sales rise back to 1992 level,FAKE
american and saudi weapons recoverd from isis positions in mosul,FAKE
the she devil,FAKE
obamacare architect gruber demands larger mandate penalty,FAKE
banana republic election in the united states,FAKE
mufon international tracking multiple triangle ufo reports,FAKE
hillary is so unpopular she has to pay off youth voters and fabricate her rallies,FAKE
putins army is coming for world war 3 against obama year 2016 new video kopya,FAKE
black americans going for donald trump in record numbers as election day approaches,FAKE
putin mocks clinton claim of russia election meddling is us a banana republic,FAKE
the penalty for treason is video,FAKE
us abstains from un vote calling for end to cuban embargo,FAKE
assange destroys hillary clinton in his most provocative interview ever watch,FAKE
strange thing moving up alaskas chena river caught on video,FAKE
puh leeze dojs policy reminder to fbi is shameless especially considering this   twitchycom,FAKE
twitter has been looking into the future read the best 16 predictions,FAKE
be sure to join our election night live blogopen thread tomorrow evening,FAKE
comment on st charles borromeo patron saint of catechists and seminarians by jose,FAKE
electric floors could generate renewable energy from walking,FAKE
is this what you think they would look like supposed pictures of real extraterrestrials,FAKE
urban population booms will make climate change worse,FAKE
the war on drugs is a racket,FAKE
interview sarah anastasia muslim makeup artist and skin care consultant,FAKE
standing rock indian reservation thousands of wild buffalo appear out of nowhere,FAKE
busted bill recorded telling mistress to deny that clintons helped her get a state job,FAKE
vortex structured water video,FAKE
emergency congress considers historic action over comeys re opening of emailgate,FAKE
lds churchs new mormon and gay website wins cheers and some jeers for ignoring controversial policy,FAKE
russian report warns american revolution has now begun may last entire decade,FAKE
while the fbi investigates hillary  wikileaks swoops in to kick her while shes down,FAKE
28 alternative uses for life saving mylar emergency blankets,FAKE
top 10 toxins that are poisoning your kids,FAKE
video proof hillarys frail health is becoming an issue,FAKE
oathkeepers to prevent voter fraud  operation sabot,FAKE
best of luck with the wall,FAKE
russia may run out of patience and respond to usas rudeness,FAKE
fbi investigates saudi wife abusing clinton foundation donor in straw donor scheme,FAKE
michael moore owes me 499,FAKE
racist sign calls for lynching black people to prevent them from getting equal rights,FAKE
syria conflict food rations run out in rebel held aleppo,FAKE
news hope for the gop a nude paul ryan has just emerged from an ayahuasca tent with visions of a new republican party,FAKE
trump panics as 28 of florida gop early votes go to hillary video,FAKE
now more than ever we must tell the truth about the iraq war,FAKE
will trump be different than hillary or obama sot 125,FAKE
blind mystic who predicted 911 has bad news about trump,FAKE
israel snubs unescos temple mount resolution with ancient jerusalem papyrus,FAKE
comment on colin kaepernick just started a black panther inspired youth camp to teach kids to fight oppression by europeannationalityethnicity,FAKE
reduce nurse burnout by treating nurses as well as we treat patients,FAKE
us government acknowledges that al qaeda is not a priority in syria,FAKE
hillary and trump could both be criminally charged after the election,FAKE
fbi getting warmer pay to play,FAKE
the next 10 years will be ugly for your 401k,FAKE
malala announced that she plans to become prime minister of pakistan,FAKE
hillary admits creation of mujahedin plague,FAKE
bloomberg backed pennsylvania attorney general sentenced to 10 23 months in prison,FAKE
new report finds voters have no idea how outraged they supposed to be about anything anymore   the onion   americas finest news source,FAKE
former dea prescription head drops a bombshell  congress protects big pharma  fuels opioid crisis,FAKE
a perfect mashup of stranger things and a charlie brown christmas,FAKE
iraqi christians return to charred churches captured from isis,FAKE
homeless man looking a bit down today for some reason,FAKE
the splcs libelous new report on anti muslim extremists,FAKE
what a hillary presidency would bring,FAKE
punk targets hurricane victims home flees when surprised by armed owner,FAKE
duterte calls us admin monkeys for halting arms sales,FAKE
uk announces new troop deployment near russias borders,FAKE
cop fired after shooting own 11 year old daughter at a halloween party,FAKE
presstv huge blast kills 47 in pakistans balochistan,FAKE
globalization expressway to universal slavery,FAKE
us engineers prepare bionic device to generate electricity by walking,FAKE
the ruthlessly effective rebranding of europes new far right,FAKE
trumps new ad portraying every mothers worse nightmare is nothing short of chilling,FAKE
heres proof the gold price is based on cost not supply and demand,FAKE
obama furious after fed up deplorables drop 41000 piece gift on him,FAKE
comment on chicago tribune hillary clinton should drop her campaign to be potus by stevor,FAKE
a collection of thoughts about american foreign policy,FAKE
is your vaccinated child a haz mat,FAKE
representative government or thugocracy,FAKE
pharrell williams begs women to vote hillary shes dishonest but so are you,FAKE
even doctors are surprised this recipe renews the knees and joints,FAKE
top 5 unusual tragic deaths on sets,FAKE
facebook user wastes two hours sharing things to impress his insurance company,FAKE
creating an anti muslim bias at a canadian university,FAKE
heres how goldman sachs lays people off  financial markets,FAKE
an open letter to black south african police officers,FAKE
russia is hoarding gold at an alarming rate  the next world war will be fought with currencies,FAKE
how the oligarchs plan to steal the election,FAKE
turkey rounds up erdogans political opponents as crackdown widens,FAKE
colin kaepernick hosts know your rights camp for oakland area youth,FAKE
anti establishment trump plans to appoint goldman sachs and george soros insiders,FAKE
anti trump protests are paid and staged craigslist reveals,FAKE
low cost wind turbine to power an entire house for a lifetime starts selling in india,FAKE
video  black professor black voters are breaking for trump,FAKE
clintons are under multiple fbi investigations as agents are stymied,FAKE
huffington post continues campaigning for hillary clinton,FAKE
white house cancels all obama appearances at hillary campaign events    redflag news,FAKE
trumpâs proposed student loan program makes him look more liberal than obama republicans fuming,FAKE
comment on seattle council member proposes a massive fee hike for pot shops by steven broiles,FAKE
israel tracked anti government journalists on facebook,FAKE
cnn talker famous for saying pu on air lashes out at newt for saying megyns obsessed with sex,FAKE
drones are officially cleaning up ocean trash watch,FAKE
travel conor mcgregors guide to new york,FAKE
election heats up kerry heads to the polesin antarctica wtf,FAKE
life lucky break this teen boy just got another 4 years to plan his viral coming out video,FAKE
will draftourdaughters bring hillary down,FAKE
some fla residents plan armed trick or treating after creepy clown threats,FAKE
undercover video exposes obamas plan to make american gun laws more like britain   truthfeed,FAKE
podesta brothers kidnapped a 3yo british girl in portugal   wikileaks,FAKE
mourning in americaa patriot spring in europe,FAKE
for the small price of 23 million you could own this beautiful self sufficient island,FAKE
whose side is russia on in syria,FAKE
voting is the problem heres the solution,FAKE
comment on election 2016 playing a game of chicken with nuclear strategy by pretzelattack,FAKE
evidence reveals possible link between voting machines and clinton foundation,FAKE
will the deep state win the election,FAKE
clinton campaign stunned as fbi reportedly reopens probe into hillary clinton emails,FAKE
how to choose the best batteries for prepper solar systems,FAKE
united we grand   the onion   americas finest news source,FAKE
putin crimean integration into russian legal framework goes forward,FAKE
financial times fumbles trumps central banking criticism,FAKE
cardinal vincent nichols says britons could learn a lot from the vibrant faith of muslim migrants,FAKE
japans lost black hole satellite took this last photo proves something mind boggling,FAKE
hillary clinton v donald trump in 2016,FAKE
breaking huma abedin thrown off hillarys campaign plane,FAKE
have you heard scientists now growing human ears from apples,FAKE
ex fbi assistant director calls the clintons a crime family and claims their foundation is a cesspool,FAKE
abedin  weiner to testify against clinton,FAKE
tonopah test range google earth imagery 7222016,FAKE
youtube bans clintons black son,FAKE
armstrong stop trying to make temple attacks about race,FAKE
his fans are calling trump brave but heres how hillary faced down man who stormed stage video,FAKE
donald groped hillary in 2005 trump and weiner sext each other,FAKE
this letter from manchester city council is a strong contender for facepalm of the year,FAKE
hillary clinton accused of stealing furniture from the state department,FAKE
the corbett report accept no substitutes,FAKE
hacking democracy creator just exposed how hillary has already rigged 99 of voting machines  ,FAKE
round up the unusual suspects moneyball nerds squeeze out blacks  latinos from baseball jobs,FAKE
aide said he was running bill clinton inc in new wikileaks dump,FAKE
how hedonistic game became the gateway to virtuous truths,FAKE
donald trump and the equilibrium to come  new eastern outlook,FAKE
trumped after deceiving the american people the new york times vows to start reporting honestly,FAKE
trump voter listens carefully to call for national unity then sets up aryan website,FAKE
punishment is violent and counterproductive,FAKE
north korea threatens sacred nuclear war against israel if this country continue supporting isis,FAKE
civil war in the gop trump leading long experiment in populism new republican party,FAKE
comment on im the law today nga  cop fired after using social media to declare her racism by albert wesker,FAKE
game changer trump supporter charged in voter fraud case,FAKE
tomgram nomi prins too big to fail hillary style,FAKE
europe or russia could moldovas presidential election determine its future,FAKE
aspartame turns into formaldehyde and methanol in the body donald rumsfeld got it legalized,FAKE
north dakota had 292 oil spills in 2 years officially disclosed 1 to the public,FAKE
trump wants to appoint alt right propagandist steve bannon as his chief of staff,FAKE
get ready for civil unrest survey finds that most americans are concerned about election violence  redflag news,FAKE
a tea party congressman just called for armed uprising if trump loses,FAKE
hillary clintons elections 2016 concession speech from new york full streamed live,FAKE
scientists find 19 pieces of non human dna in the human genome,FAKE
she drank carrot juice every day for 8 months and got rid of cancer,FAKE
jerusalem in photos from 1862 no mosques no palestinians   only ghost towns of massacred christian areas,FAKE
breaking us and russian jets almost collide over syria,FAKE
comment on tainted measles vaccine kills more than 50 children in syria by tragic deaths used to promote vaccine fear   on the fence about vaccines,FAKE
vermont fights the opioid epidemic by limiting prescribed painkillers,FAKE
ways to naturally raise your vibration,FAKE
if clinton goes down loretta lynch will go down with her,FAKE
no jail time for muslim migrant who dumped baby in road and left it for dead,FAKE
syrian war report   november 2 2016 isis and al nusra attempt to cut off govt supply line to aleppo,FAKE
what its really like to be in the middle of the battle for aleppo,FAKE
reinventing democracy in america starts by voting then building an accountability movement,FAKE
crushed trumps hollywood walk of fame star smashed with sledgehammer video,FAKE
the impossible is happening cubs win world series and yes hillary clinton is now likely to be indicted,FAKE
nation elects first black hearted president   the onion   americas finest news source,FAKE
irony redefined human rights champion suu kyi jails dissidents,FAKE
incredible discovery this fruit extract killed cancer in 48 hours,FAKE
clinton campaign circulated paul ryan relative as possible supreme court pick,FAKE
report from the refugee camp in calais france the jungle,FAKE
clinton email investigation has shifted the polls significantly in trumps favor,FAKE
furious parents slam damaging bbc sex change show aimed at six year olds,FAKE
trump targets democratic states in final assault,FAKE
27 civilians killed in saudi airstrikes against yemen villages,FAKE
dad in weird mood since 2004,FAKE
police family fakes robbery vandalizes own home to blame it on black lives matter,FAKE
the clinton fbi investigation just got real,FAKE
key time in collective human history,FAKE
5 reasons to try acupuncture for baby eczema,FAKE
how soon before we become venezuela,FAKE
lady gaga protests donald trump outside of trump tower,FAKE
podesta goes crazy live on cnn over new fbi hillary investigation,FAKE
clintons policies look like a death sentence for americans,FAKE
rigged election hillary  trump caught partying with kissinger at jesuit gala,FAKE
i am a syrian living in syria it was never a revolution nor a civil war the terrorists are sent by your government,FAKE
how this wwii airman is helping veterans heal with the help of 4 legged friends,FAKE
hillary clinton wants a strong russia wait what did she say,FAKE
californias death penalty mike ramos v kevin cooper and proposition 62,FAKE
world champion boxer manny pacquiao builds 1000 homes for poor filipinos,FAKE
iphone tricks   15 secret iphone codes,FAKE
comment on you are what you read research reveals the importance of what youre reading by du er hvad du læser  dyslexic workers,FAKE
lavrov schools european diplomats in logic using examples of yemen and ukraine,FAKE
dog waited faithfully for over a month after his owners left him behind,FAKE
putins new promise i will defeat the illuminati,FAKE
wiki clinton out of touch cronyistic didnt drive car in 35 years flew all over world but accomplished nothing,FAKE
new study links fluoride consumption to hypothyroidism weight gain and worse,FAKE
trunews 102616 jeremy wiles  sing a little louder,FAKE
wikileaks bombshell  chelsea clinton used foundation charity money for her lavish wedding and life   truthfeed,FAKE
october 28 daily contrarian reads,FAKE
coalition nations seek to put north korea in a vise,FAKE
time does nothing,FAKE
comment on isolated incident every police dept in america failed to meet minimum standard for use of force by isaid dilligaf,FAKE
assad aide us may navigate  direct isis from mosul into syria,FAKE
heroic prego advertisement replaces refreshed webpages presidential campaign banner   the onion   americas finest news source,FAKE
ammon bundys bodyguard sentenced in oregon standoff case,FAKE
russia india discuss fgfa advanced fighter su 30mki upgrade,FAKE
meet the man who started the illuminati,FAKE
thomas reuters cuts 2000 jobs spends 200m streamlining,FAKE
rt russia just tested a nuclear capable warhead that can outsmart us anti missile systems,FAKE
prime minster john key caught channeling millions of dollars of taxpayers money to ethically compromised clinton foundation,FAKE
this times newspaper correction is amusing,FAKE
militarized police brutalize and arrest peaceful protesters at dakota access pipeline nodapl,FAKE
anonymous released video exposing huma abedin days before fbi announcement,FAKE
black agenda radio for week of nov 7 2016,FAKE
hillary is sick  tired of suffering from weiner backup,FAKE
look out paul ryan masochist paul nehlen is gunning for house speakership,FAKE
21 things weve learned about hillary clinton from wikileaks that the msm wont sharebut you can,FAKE
are you ready for aftermath of the election will there be an election,FAKE
a tear in the fabric of americas political theater,FAKE
presstv us troops could be prosecuted for war crimes,FAKE
guess who ordered hillary to leave our men to die in benghazi,FAKE
comment on a group of reluctant men hold kittens for the first time hilarity ensures by para para dinle,FAKE
john olivers smear tactics exposed as establishment propaganda,FAKE
russia ww3 weapon nikola teslas death ray in vladimir putins possession,FAKE
clinton inc watch hows it pains msm to report clinton corruption,FAKE
melting glaciers in bolivian andes leave communities at risk,FAKE
the first space photo of earth   shot from a third reich rocket in 1946,FAKE
as flint suffers nestlé plans dramatic expansion of water privatization in michigan,FAKE
the fall of the saudis the battle after isis,FAKE
rwanda  the philippines rate better than uk for gender equality study shows,FAKE
rapper invited to meet with obama on youth initiative has ankle monitor go off during meeting,FAKE
mother and daughter remind msnbc reporter that trump has black supporters,FAKE
hillary turns her back on standing rock sioux path forward must serve broadest public interest,FAKE
your premier federal government employee and veteran shopping program,FAKE
twitter users destroy clinton puppet james comey comeyresign   truthfeed,FAKE
hillarys crime family end of days for the usa,FAKE
dead muslims society will sue to force small massachusetts town to allocate space for 16000 dead muslims,FAKE
hillary arrives at rally makes one weird move that left onlookers puzzled,FAKE
14 days to do 14 things if hillarys indicted extreme violence expected,FAKE
a brutal spoof advert for the new macbook that highlights everything it doesnt have,FAKE
massive marine park declared in antarctic ocean,FAKE
a measure of fascism in america,FAKE
wolf richter done in by overcapacity stagnant world trade and china korean shipbuilders collapse on top of taxpayers,FAKE
syrian army enters metro damascus town driving rebels further back,FAKE
israel ancient papyrus proves jerusalem belongs to israel,FAKE
the story of how the doj tried to thwart an fbi investigation into the clinton foundation,FAKE
what is at stake in the election,FAKE
bundy ranch occupiers acquitted on all counts after challenging the corrupt bureau of land management,FAKE
why the us presidential election has the entire world confused,FAKE
new nasa footage films ufo flying past,FAKE
wikileaks look who the clinton camp most wants to please,FAKE
berkeley protesters demanding segregation force white students to cross creek in woods to go to class,FAKE
miss russia  russia  india report,FAKE
the media ignores the good news on climate change,FAKE
americans are so disconnected from reality that insouciant has become an euphemism,FAKE
chicago cubs go 24 hours without winning a world series,FAKE
tsunami hits new zealand after massive 78 earthquake strikes,FAKE
remember those rumors megyn kelly is leaving fox news well her contract just went public,FAKE
the trump campaign actually has a hillary voter suppression strategy with 3 key targets,FAKE
monsanto behind 4 years in the making failed peace deal in colombia,FAKE
king rufus found buried under parking lot near beaulieu motor museum,FAKE
john pilger inside the invisible government war propaganda clinton and trump,FAKE
new poll americans feel less safe after 15 years of war,FAKE
comment on fury as german primary school forces children to chant allahu akbar in muslim prayer by dr eowyn,FAKE
if hillary clinton is charged with obstruction of justice she could go to prison for 20 years,FAKE
a coup taking place in the united states,FAKE
knesset speaker asks vatican to join battle against unescos denial of history,FAKE
why time magazines joe klein is so wrong about hillary clinton,FAKE
crossing the acheron back to vietnam,FAKE
brexit lost scuppered by may and high court,FAKE
because of hillary clinton emergency contraception is banned in honduras,FAKE
when the river ran red,FAKE
after terrorizing america with zika scaremongering washington post now admits zika virus doesnt cause brain deformities after all,FAKE
donald trump kicks off final campaign day with fla rally,FAKE
dr duke and andrew anglin discuss the most important vote and election of our lives,FAKE
wow coláiste lurgan sing in english for a change and its shit,FAKE
trump family say trump brand has not been damaged,FAKE
this is how putin celebrated trumps election win,FAKE
has george soros committed treason,FAKE
continental gold,FAKE
the 8 biggest threats to humanity exposed,FAKE
syrian war report   october 27 2016 russian strikes destroyed over 300 terrorists oil facilities,FAKE
re get ready for civil unrest survey finds that most americans are concerned about election violence,FAKE
220 significant pipeline spills already this year exposes troubling safety record,FAKE
us election thread 2016 06,FAKE
revived clinton email scandal killed by a slew of new facts in record time,FAKE
hillary admits in leaked email that clinton donors are funding isis,FAKE
trumped liberal news outlet bloomberg poll concedes trump beating crooked hillary in florida,FAKE
breaking trump voters in critical swing state furious as machines switch votes to hillary  top right news,FAKE
moronic trump campaign thinks reopened clinton email investigation will save them,FAKE
journalism startup newsbud launches critical 2nd crowdfund   richard brandt,FAKE
pentagon no plan so far for us troops to enter mosul,FAKE
scientists leak evidence that approve elon musks theory the universe is a computer simulation,FAKE
more than 1 million check in on facebook to support the standing rock sioux,FAKE
in hats and t shirts trump fans rally in jerusalems old city,FAKE
chinese university sells hiv testing kits in vending machine,FAKE
disaffected america strikes back,FAKE
the dark agenda behind globalism and open borders,FAKE
lesson learned goldman sachs says not to expect brexit type surprise on nov 8,FAKE
21 things weve learned about hillary clinton from wikileaks that the msm wont sharebut you can,FAKE
vine 2013 2016 celebrate the life and death of an app with these 12 clips,FAKE
collusion between facebook and hillarys campaign revealed in clinton emails,FAKE
i dare you to restrain yourself from laughing at trump and hillary in a stronger hot show,FAKE
top five clinton donors are jewish   how anti semitic is this fact,FAKE
ag lynch told fbi director comey not to go public with the new clinton email investigation,FAKE
illinois senator draws fire for racially charged attack on opponents family,FAKE
donald trumps grandfather ran canadian brothel during gold rush author says,FAKE
gay man finds it in himself to tolerate religious person,FAKE
the loosening grip,FAKE
comment on watch human rights activists are targeting the china dog meat festival by information security architect,FAKE
colin is looking for a songwriting partner,FAKE
fbi wants you to believe it examined 650000 emails in 691000 seconds,FAKE
should christians celebrate halloween,FAKE
huma may have violated legal obligation regarding classified info foia request shows,FAKE
trump livid after beyonce and jay z support hillary explodes with rage,FAKE
newsthump declared an enemy of the people,FAKE
you will soon be obsolete plan your future before they plan it for you,FAKE
why its necessary to relax into a stretch,FAKE
hillary clinton responds to new fbi investigation,FAKE
ron paul to trump dont listen to neocons,FAKE
poverty rose in 96 of us house districts during obamas presidency,FAKE
global warming alarmists disappointed that hurricane matthew wasnt worse,FAKE
lara trump implies fbi letter politically motivated   my father in law forced their hand audio,FAKE
new lunar craters mystery  space news,FAKE
fbi wiretapped corruption suspect discussing clinton deals,FAKE
michelle malkin schooled the idiots on the view on obamas lies to america theyre speechless,FAKE
how trump happened,FAKE
media self destruct over trump,FAKE
this cursed black angel statue kills anyone who dares touch it,FAKE
dont miss this once in a lifetime november supermoon,FAKE
american woman in bikini desecrates french catacombs for her female indiana jones brand,FAKE
news election night disaster john king tapped his electoral college map too hard and fell headfirst into a digital hellscape,FAKE
podesta wikileaks ufo updates  new names dragged down the ufo rabbit hole,FAKE
loony pseudo christian says that liberals are using witchcraft to fog christians heads video,FAKE
russia plans to test elements of new nuclear engine on iss,FAKE
not guilty the power of nullification to counteract government tyranny,FAKE
constitutional law expert comey did not violate law by announcing email investigation,FAKE
feds 275000 born to illegals in one year would fill city the size of orlando,FAKE
paintings almost no one else seemed to be doing,FAKE
the latest abcwapo poll has the hillary campaign sounding the alarms,FAKE
joe giambrone on hollywoods shameless  underhanded assault on political truth,FAKE
ivana says young donald trump was a cry baby   has anything changed video,FAKE
disabled veterans find freedom in water,FAKE
voting against peace in colombia,FAKE
hillary clinton in huge trouble after america noticed sick thing hidden in this picture  liberty writers news,FAKE
new report blames air pollution for deaths of 600000 children every year,FAKE
michael moore owes me 499,FAKE
780 palestinian homes razed in occupied w banks area c in 2016,FAKE
nato buildup in eastern europe weve only seen the tip of the iceberg,FAKE
difference between growing up in the 1960s compared to 2016,FAKE
the week in pictures   week of october 31 2016   the onion   americas finest news source,FAKE
how the election battle shapes up,FAKE
lifting weights could ward off dementia and make you smarter,FAKE
trump has forever changed american politics,FAKE
bankrupt hanjin breaks stalemate vessels begin cargo unload,FAKE
50 quake near oklahoma oil hub causes substantial damage,FAKE
us special forces join fight for mosul,FAKE
this collage of corrut presstitutes making fools of themselves is a keeper,FAKE
scientists have heard unusual messages from deep space probably coming from aliens,FAKE
iraqi soldier battling in mosul reunited with his family after two years of estrangement,FAKE
why hillary wont unleash wwiii     information,FAKE
how world war iii could start,FAKE
hillary endorsed donald trump for president according to wikileaks,FAKE
2006 audio captures hillary clinton proposing to rig palestine election,FAKE
exposed stunning cnn super damage control in response to damning videos video,FAKE
defying the politics of fear   ,FAKE
3 year old son of singer michael bublé diagnosed with cancer,FAKE
trump mistakes ex marine black supporter for protester calls him a thug tweetvideo,FAKE
united states   reformation or fracture by thierry meyssan,FAKE
sandy hook promise rakes in 6 million video,FAKE
re ouch hillary clintons self unaware lecture about religious freedom given important disclaimers,FAKE
jaish al fatah leader admits receiving financial military aid from saudi arabia,FAKE
the people are laughing at the liberal media,FAKE
what to expect from the new congress,FAKE
an lds reader takes a look at trump accuser jessica drake concludes his leaders are latter day sissies,FAKE
trump israel is a ray of hope to the world,FAKE
texas county enacts emergency paper ballots after software glitch in voting machines,FAKE
presstv yemens hudaydah suffering from dire humanitarian situation,FAKE
will a no fly zone help the people of aleppo,FAKE
confirmed russia deploys kuznetsov aircraft carrier to defend syrian coast,FAKE
terror threat warning monday  redflag news,FAKE
anxiety and worry increase risk of heart disease,FAKE
breaking  wikileaks reveals more clinton quid pro quo   bill meets with saudi prince in dc,FAKE
trump promises new deal for black america,FAKE
letter to judge in bundy case in oregon,FAKE
uk interested in strong energy sector stable intl market   ex minister,FAKE
sex and the presidential city,FAKE
comment on jury finds woman not guilty of manufacturing drugs because the pot she grew was medicine by james michael,FAKE
new pew report significant economic impact of illegals anchor babies,FAKE
hillarys 1 aide huma abedin undeniable ties to terrorists  911 funders,FAKE
does putting three dots and a question mark at the end of a headline make people curious enough to click,FAKE
doctor finds new life as a clown more fulfilling  gomerblog,FAKE
re if donald trump wins he will be 70 years 7 months and 7 days old on his first full day in office,FAKE
an open letter to black south african police officers,FAKE
over 500 russian and egyptian troops train to kill terrorists photos   boris egorov   russia news now,FAKE
trey gowdy what in the word is loretta lynch doing talking to comey,FAKE
war is eminent,FAKE
israel refuses participation in paris peace conference,FAKE
report dirty reporter blackmails montel help us hit trump or well print your address,FAKE
project veritas 4 robert creamers illegal 20000 foreign wire transfer caught on tape  redflag news,FAKE
climate engineering and cryosphere collapse,FAKE
syria   waiting for the next moves       ,FAKE
wcd ministry to reward married men who select what is your anniversary date as security question,FAKE
here are six miracle drugs big pharma now regrets   truthdig,FAKE
psvita japan news  moe moe world war 3  chaos child love chu chu  musou stars,FAKE
why the democrats keep losing the congress,FAKE
we never denied israels right to jerusalem temple mount,FAKE
uk child protection services workers are afraid to challenge the ages of muslim invaders for fear of ending up in court,FAKE
endingfed news network  syndicated news and opinion website providing continuously updated headlines to top news and analysis sources,FAKE
gop senator silences the entire room with remark about war hero opponents heritage at debate,FAKE
badass patriot has massive surprise for thieves who stole his trump sign,FAKE
on mass media and its perceived prerogatives,FAKE
swedish outrage as muslim colonizers get preference for housing while native swedes are out in the cold,FAKE
common painkillers linked to increased heart failure risk,FAKE
new french law makes it illegal to contact employees after work hours,FAKE
cnbc just confirmed comey is abusing his power to help trump,FAKE
uk prepares for war sends tanks  soldiers to russias border,FAKE
moderate indonesia protest against a christian governor turns violent as more than 100000 muslims demand death for christian governor who blasphemed islam,FAKE
developing fbi reopens investigation into clinton emails after new pertinent evidence discovered,FAKE
julian assange october surprise revealed,FAKE
young turks finds out why trump is about to lose utah for republicans for first time in decades video,FAKE
trumps victory proves us political class out of touch with electorate ron paul,FAKE
powerful photo series challenges societys perception of the obese,FAKE
reasons to risk nuclear annihilation,FAKE
comment on democratic party operative bob beckel calls for assassinating wikileaks julian assange by truckjunkie,FAKE
agencies of fear,FAKE
the nra just admitted it was always lying about obama confiscating guns,FAKE
this years mammogram month launched with devastating report on harms lack of effectiveness,FAKE
news a somber moment cubs fans all over the world are still too sad about princess diana to celebrate the cubs world series,FAKE
two time world champion in kickboxing killed in moscow video,FAKE
trump teaches his supporters how to vote correctly,FAKE
facebook lets advertisers exclude users by race,FAKE
president al assad united states and its western allies are to blame for failure of latest ceasefire,FAKE
will an anti trump color revolution engulf the us,FAKE
hillary has built the biggest big money operation ever,FAKE
boaty mcboatface ii po bravely asks the public to name its new ferry,FAKE
130000 americans demand to forbid soros manipulate elections,FAKE
iranian military commander claims rogue nation sending elite fighters to infiltrate the us and europe,FAKE
these products make men grow breasts get cancers of the prostate and liver,FAKE
6 natural herbs to prevent mental disorders,FAKE
ancient mosque inscription confirms jerusalem temple,FAKE
trumps new ad portraying every mothers worst nightmare is nothing short of chilling,FAKE
isis applies chlorine in aleppo,FAKE
weed legalised in america because they fking need it,FAKE
hillary wants aggressively interventionist foreign policy,FAKE
hillary clinton introduces michelle obama at campaign rally wait what video,FAKE
energy update   super high geomagnetic solar winds,FAKE
democrats playing class card to split the white vote,FAKE
comment on shocking insinuation about carl sagan  extraterrestrials made by x nasa astronaut by is this what you think they would look like supposed pictures of real extraterrestrials   new earth media,FAKE
re wow what josh earnest admitted about obamacare is stunning because its true,FAKE
fina suspends russian swimmer for 8 years over doping  web portal   russia news now,FAKE
clinton appalled by effort to recoup veterans bonuses,FAKE
thanksgiving at standing rock,FAKE
thats the crap young people pay attention to team hillary trashes millennials podestaemails21,FAKE
doorway on moon found at bancroft crater google map oct 2016 photos  paranormal,FAKE
robin roberts says while she was dying from cancer a familiar voice came from her nurse and brought her back,FAKE
hillary failing at twitter today happy birthday to this future president,FAKE
breaking  ted cruz calls for special prosecutor to investigate hillary   truthfeed,FAKE
terrorists attack police training college in pakistan 60 cadets killed and 120 injured,FAKE
why everyone on facebook is checking into standing rock north dakota,FAKE
the p in pbs should stand for plutocratic or pentagon,FAKE
surveillance reforms allow nsa greater access than ever to phone data,FAKE
the danger of germanys current account surpluses,FAKE
economic upgrade russia receives multiple endorsements for rapidly improving business conditions,FAKE
black agenda radio for week of nov 7 2016,FAKE
november 10 daily contrarian reads,FAKE
hillary clinton maintains swing state leads as comey email letter flops,FAKE
hillary frantic as dirty secret implodes gets worse with prison bombshell,FAKE
anthony weiner sends apology sext to entire clinton campaign   the onion   americas finest news source,FAKE
biden blames lazy american women for the economy they sit around doing nothing only hillary can force them to work,FAKE
shallow 54 magnitude earthquake rattles central italy shakes buildings in rome,FAKE
polls tighten trump gains 27 percent in poll average in two weeks,FAKE
video journalist shot by militarized police at standing rock while conducting an interview,FAKE
hillarys high crimes  misdemeanors threaten constitutional crisis,FAKE
hillary clinton cancels public events and vanishes amid media blackout,FAKE
the clinton syndrome part 2 can hillary escape this time,FAKE
its a setup dems claim russians will undermine elections with fake documents showing voter fraud,FAKE
trump won because democratic party failed working people says sanders,FAKE
russia preparing for nuclear world war iii with nato usa breaking news november 5 2016,FAKE
the united states is pre positioning enemy assets in preparation for a rigged election,FAKE
how secure is your cellphone ,FAKE
hidden in plain sight   the global depopulation agenda,FAKE
capitalism is doomed  without alternatives so are we,FAKE
250000 year old artifact the ultimate evidence of ancient astronaut technology,FAKE
pro sovereignty legislators demand that administration end border anarchy,FAKE
benny morriss untenable denial of the ethnic cleansing of palestine,FAKE
the yale review did not endorse hillary the reason why is hilarious,FAKE
trump makes special announcement after homeless lady attacked by liberals,FAKE
syrias un envoy appalled by rebel attacks on civilians in aleppo,FAKE
watching these 55 isis terrorists get blown to smithereens is sure to brighten your day,FAKE
washingtons embargo on cuba not effective isolated us   white house,FAKE
iranian missile accidentally destroys iranian ship aimed for syria,FAKE
turkeys crackdown on criticism continues as journalists 10k civil servants arrested,FAKE
the battle at unesco,FAKE
pakistan long arm of isi needs unsheathing,FAKE
bret baier fbi indictment almost certain in hillary case,FAKE
did democrats really stuff ballot heres their answer,FAKE
can it get more corrupt bill that bans naming officers involved in shootings goes to pennsylvania governor,FAKE
couple seeking house willing to do webcam show for landlords,FAKE
innorthdakota  palestinians stand with the sioux,FAKE
will michelle obama be the replacement nominee if the fbi email investigation ends hillary clintons campaign,FAKE
russians deride choice of confusing 2018 world cup mascot zabivaka  russia beyond the headlines,FAKE
even democratic voters dont trust hillary,FAKE
